filename,class
/content/food-image-classification-dataset/Food Classification dataset/omelette/84313.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3490709.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1629438.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1332123.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/637460.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/953859.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2104947.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3330818.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1637548.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2619452.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3366491.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2112038.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1640730.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/932544.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2805313.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/8093.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3855231.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1063810.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3669006.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1235333.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/601081.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/396034.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/647372.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2679598.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/326410.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/62068.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1582495.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2486881.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/566712.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/327925.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/27780.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1750908.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/361660.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3800175.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2619753.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3125509.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/732374.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3314982.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3844801.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2055627.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1299310.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/717123.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2713785.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1664703.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1342474.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1658503.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/812242.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2705169.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2721900.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3786113.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1029915.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1501958.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1878618.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2102533.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1752725.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2965986.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2918117.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2967192.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2034121.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2711042.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/71299.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1441227.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/68184.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1971283.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2368075.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2674445.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/79767.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/870694.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1835647.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3127643.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1406337.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1577623.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1588155.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1913831.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2701969.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/978714.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/831249.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3319061.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/532639.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/757520.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3793781.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/582339.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/380098.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2759251.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1534643.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/196663.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2791607.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2301514.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3806052.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/278733.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1837962.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/981323.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2905365.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1164475.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/724405.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1134966.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2814532.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1483163.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2261779.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2773463.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3520398.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3761561.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1632513.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/955537.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1560850.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2837967.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2760886.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3837690.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1500171.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2545807.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1731481.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3172101.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/474187.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3149299.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1979759.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3024152.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2186089.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3195709.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1255205.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2481405.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1877155.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1890538.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/504864.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2401057.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/73939.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3496877.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3391620.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3605635.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/547744.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2201195.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1501287.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2136027.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3859256.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1019294.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3020665.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/629164.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2601249.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3270928.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2787783.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/550829.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2085765.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2804675.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/179138.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/955443.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3167832.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2542831.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/224350.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/234922.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1360216.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3542317.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3375704.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2682612.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1380765.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/127217.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1417446.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2266162.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2229560.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3900394.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3160475.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2841621.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2135733.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2761609.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/621235.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1711153.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3032710.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1716109.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3750593.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/200059.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2172533.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3196143.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3776687.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/395127.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3007241.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/749951.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2533451.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2968125.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2284468.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1186923.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/326755.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2873390.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1281549.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/278136.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2695030.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/794428.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/597933.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3676724.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/7566.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2996192.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2863566.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1471255.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/575335.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2599313.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/582439.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3810479.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2190664.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2296389.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1451610.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3284290.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3290529.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3327579.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1527961.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3666829.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/361171.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2747049.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2572577.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2146965.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1553315.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1992427.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2901853.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1775643.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1137362.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/537181.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3420311.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/448488.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2729902.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1416021.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/636979.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3236935.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/276592.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1090229.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3435451.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/732813.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/226902.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/562090.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1360425.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3196006.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2102413.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2097037.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1421049.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2273534.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2335294.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3453868.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2302697.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3425807.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2335009.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/353353.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/275469.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2158248.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3803567.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2626476.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3236466.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2835899.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1701177.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2174627.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1516619.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/612534.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1600856.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/414105.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2020772.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1296074.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2342191.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3844865.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3339045.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2296671.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3001775.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/193872.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1186274.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/444822.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3737845.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/603927.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/323966.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1844753.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/568560.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/388497.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3844844.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3405743.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/545899.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2417622.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2947600.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3769003.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2571377.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/660189.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2016581.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2046059.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1494765.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1748616.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3666167.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2454417.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2161958.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3632577.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/918119.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1702581.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3069303.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1768054.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2649960.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2320817.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/665992.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1945884.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2646189.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3014898.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3670784.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2249019.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/524682.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/395412.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2367382.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2558218.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3171206.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/352820.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/301148.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3665030.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/452303.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/595579.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1728158.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2607996.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3632648.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1432020.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1462184.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/558943.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1775792.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2262602.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3474926.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2330281.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1978624.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/208864.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3314156.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/545679.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2289892.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/831537.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2644903.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3127339.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/384385.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3246968.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/530142.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3513243.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/210505.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2214818.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1199829.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2826070.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1876540.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3170755.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2549981.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1400559.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/30947.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/97045.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/708680.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1955977.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2143748.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3270931.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2047977.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2250313.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1435536.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1896407.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2786843.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/794603.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/583765.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2553590.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/879972.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2609473.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3162070.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3170298.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/2586270.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3738859.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1839945.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/31054.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/1100759.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/440211.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/709575.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3163182.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/15381.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/55053.jpg,omelette
/content/food-image-classification-dataset/Food Classification dataset/omelette/3415929.jpg,omelette
